Upregulated,Downregulated
AA467197,2310022B05Rik
Adora2b,Atp2a3
Arg1,Gucy1a3
Bst2,Timp2
Car13,
Ch25h,
Dram1,
Ebi3,
Fas,
Fos,
Fosl2,
Glipr2,
Glrx,
Gng12,
Gpr84,
Il1b,
Irgm1,
Man2a1,
Mefv,
Mmp13,
Ms4a6d,
Oas1g,
Rab32,
Samhd1,
Sh3pxd2b,
Slc7a2,
Tlr2,
Tnfaip3,
Tnip1,
Wfdc17,
