Upregulated,Downregulated
Acp2,4930426D05Rik
Aldoa,Apoe
Ccl9,Arhgap4
Cfb,Cirbp
Clec4a1,Esm1
Cst7,Fcer2a
Gbp10,Gas6
Gbp2b,Gja1
Gdf15,Gng10
Gvin1,Hcst
Hmox1,Ltbp4
Ifi47,Lynx1
Lgals3,Slc12a2
Lilrb4,Sspn
Luzp1,Swap70
Marco,Tnxb
Mrap,Vpreb3
Ms4a7,Ypel3
Pdk4,
Pfkl,
Rab32,
Tgtp1,
Tmem106a,
Tubb6,
