Upregulated,Downregulated
Cd63,Apol7c
Fam129b,Ckb
Gadd45b,Fam78a
Gadd45g,Gm2a
Gpx3,Hpgd
Serpinh1,Nedd9
Wdr92,Pld4
,Rhof
,Sdpr
,St6gal1
,Txnip
