Upregulated,Downregulated
Abcc5,Camk2n1
Atf3,Ldb1
C1qb,Myl4
Ddhd1,Sft2d2
Enpp4,Stbd1
F7,
Fbxl5,
Ffar2,
Il15ra,
Il18,
Nr1h3,
Nrg4,
Rapgef2,
Sco1,
Sirpa,
Slamf7,
Stat2,
Tlr13,
Trafd1,
