Upregulated,Downregulated
4930486L24Rik,Acadm
Atf5,Arhgef6
C3,Dennd3
C4b,Fbrsl1
Cmpk2,Fhl1
Ctsz,Fn1
Ddit4,Fnbp1
Dnah2,Hist1h1c
Fkbp5,Man2b1
H2-T23,Mycl
Hspb1,Pisd-ps1
Hspb8,Sepp1
Hsph1,Slc12a6
Jdp2,Sun2
Lgals1,
Lrg1,
Lrrc59,
Mydgf,
Nupr1,
Pgk1,
Por,
Psmb10,
Ptpn1,
Pvrl2,
Rarres2,
Slfn2,
Tmem119,
